"businessName","email","street","city","state","zip","phone","websiteURL","lat","lon","state.name","agency.name"
"City Of Norton Shores","","4814 Henry St Ste 2","Norton Shores","MI","49441","(231) 799-6804","","43.1653","-86.26407","Michigan","Norton Shores Police Dept"
"Novi City Police Department","","45125 W 10 Mile Rd","Novi","MI","48375","(248) 348-7100","","42.46627","-83.48589","Michigan","Novi City Police Dept"
"Oakland County Sheriffs Office","","1200 North Telegraph Road","Pontiac","MI","48341","(248) 858-4911","","42.653454","-83.32822","Michigan","Oakland County Sheriff Office"
"Ottawa County Sheriff","","12220 Fillmore St","West Olive","MI","49460","(616) 994-4531","","42.94281","-86.08212","Michigan","Ottawa County Sheriff Department"
"Owosso Fire Dept","","202 S Water St","Owosso","MI","48867","(989) 725-0580","","42.998528","-84.17313","Michigan","Owosso Police Dept"
"Pittsfield Twp Assessing Dept","","6201 Michigan Ave","Ann Arbor","MI","48108","(734) 822-3115","","42.198517","-83.70168","Michigan","Pittsfield Twp Police Dept"
"Plymouth Twp Police Dept","","9955 N Haggerty Rd","Plymouth","MI","48170","(734) 453-3840","","42.361584","-83.44508","Michigan","Plymouth Twp Police Dept"
"Pontiac Police Dept","","110 E Pike St","Pontiac","MI","48342","(248) 409-7100","","42.6375","-83.28783","Michigan","Pontiac Police Dept"
"City of Portage","","7810 Shaver Rd","Portage","MI","49024","(269) 329-4567","","42.20247","-85.59078","Michigan","Portage City Police Dept"
"Redford Twp Police-Traffic Bur","","25833 Elsinore","Redford","MI","48239","(313) 387-2560","","42.39865","-83.2966","Michigan","Redford Twp Police Dept"
"Riverview City Police Department","","14110 Civic Park Dr","Riverview","MI","48193","(734) 281-4222","","42.17733","-83.195435","Michigan","Riverview Police Dept"
"Auburn Hills Police Dept","","1899 N Squirrel Rd","Auburn Hills","MI","48326","(248) 370-9444","","42.671696","-83.22059","Michigan","Rochester Police Dept"
"Romulus City Police Department","","11165 Olive St","Romulus","MI","48174","(734) 941-8400","","42.220936","-83.39891","Michigan","Romulus Police Dept"
"Roseville Police Department","","29753 Civic Center Blvd","Roseville","MI","48066","(586) 775-2100","","42.51671","-82.927246","Michigan","Roseville Police Dept"
"Royal Oak Recreation Department","","1545 E Lincoln Ave","Royal Oak","MI","48067","(248) 586-2267","","42.48305","-83.12628","Michigan","Royal Oak City Police Dept"
"Saginaw Township Police Dept","","4930 Shattuck Rd","Saginaw","MI","48603","(989) 792-9691","","43.451206","-84.013756","Michigan","Saginaw City Police Dept"
"Saginaw County Government","","618 Cass St","Saginaw","MI","48602","(989) 790-5456","","43.41694","-83.96715","Michigan","Saginaw County Sheriff Department"
"Saginaw Twp Police Investigation","","4930 Shattuck Rd","Saginaw","MI","48603","(989) 791-7226","","43.451206","-84.013756","Michigan","Saginaw Twp Police Dept"
"Sanilac County Sheriff","","65 N Elk St","Sandusky","MI","48471","(810) 648-9445","","43.420086","-82.82988","Michigan","Sanilac County Sheriff Department"
"Sault Ste Marie City Police Department","","401 Hursley St","Sault Sainte Marie","MI","49783","(906) 632-3344","","46.49222","-84.34468","Michigan","Sault Ste Marie Police Dept"
"Shelby Twp Fire Dept","","6345 23 Mile Rd","Shelby Township","MI","48316","(586) 731-3476","","42.669357","-83.049286","Michigan","Shelby Twp Police Dept"
"Shiawassee County Sheriff","","201 E McArthur St","Corunna","MI","48817","(989) 743-2230","","42.980892","-84.11653","Michigan","Shiawassee County Sheriff Department"
"South Lyon Police Dept","","217 Whipple St","South Lyon","MI","48178","(248) 437-2616","","42.461414","-83.65354","Michigan","South Lyon Police Dept"
"Southfield City Legal Dept","","26000 Evergreen Rd","Southfield","MI","48076","(248) 796-5555","","42.48119","-83.2409","Michigan","Southfield Police Dept"
"Southgate Police Department","","14400 Dix Toledo Rd","Southgate","MI","48195","(734) 258-3060","","42.20391","-83.20624","Michigan","Southgate Police Dept"
"St Clair Shores Department of Parks & Recreation","","20000 Stephens St","Saint Clair Shores","MI","48080","(586) 445-5350","","42.47307","-82.91495","Michigan","St. Clair County Sheriff Department"
"St Clair Shores Fire Dept","","26700 Harper Ave","Saint Clair Shores","MI","48081","(586) 445-5380","","42.48968","-82.8975","Michigan","St. Clair Shores Police Dept"
"St Joseph City Clerk's Office","","700 Broad St","Saint Joseph","MI","49085","(269) 983-6325","","42.10822","-86.4813","Michigan","St. Joseph County Sheriff Office"
"St Joseph Twp Fire Dept","","3000 Washington Ave","Saint Joseph","MI","49085","(269) 429-4100","","42.063667","-86.48506","Michigan","St. Joseph Twp Police Dept"
"Sterling Heights Police Dept","","40333 Dodge Park Rd","Sterling Heights","MI","48313","(586) 446-2800","","42.590927","-83.01113","Michigan","Sterling Heights Police Dept"
"Sturgis Police Dept","","122 N Nottawa St","Sturgis","MI","49091","(269) 651-3231","","41.799706","-85.41871","Michigan","Sturgis Police Dept"
"Summit Township Office","","2121 Ferguson Rd","Jackson","MI","49203","(517) 788-4115","","42.198936","-84.44064","Michigan","Summit Township"
"Taylor City Police Department","","23515 Goddard Rd","Taylor","MI","48180","(734) 287-6611","","42.226597","-83.26284","Michigan","Taylor City Police Dept"
"Thomas Township Fire Station","","8215 Shields Dr","Saginaw","MI","48609","(989) 781-4141","","43.418888","-84.07498","Michigan","Thomas Twp Police Dept"
"Traverse City Police Dept","","1009 S Oak St","Traverse City","MI","49684","(231) 933-5608","","44.753296","-85.63059","Michigan","Traverse City Police Dept"
"Grosse Ile Twp Police Dept","","24525 Meridian Rd","Grosse Ile","MI","48138","(734) 676-7100","","42.12892","-83.1592","Michigan","Trenton Police Dept"
"Troy City Police Dept","","500 W Big Beaver Rd","Troy","MI","48084","(248) 524-3477","","42.56239","-83.15392","Michigan","Troy Police Dept"
"Tuscola County Road Commission","","4387 Beach St","Akron","MI","48701","(989) 691-5771","","43.56629","-83.519844","Michigan","Tuscola County Sheriff Office"
"Township of Van Buren","","46425 Tyler Rd.","Belleville","MI","48111","(734) 699-8900","","42.2337","-83.495636","Michigan","Van Buren County Sheriff Department"
"Van Buren Twp Dog Warden","","46425 Tyler Rd","Belleville","MI","48111","(734) 699-8930","","42.2337","-83.49564","Michigan","Van Buren Twp Police Dept"
"Walker City Police Department","","4343 Remembrance Rd NW","Grand Rapids","MI","49534","(616) 791-6840","","43.007706","-85.77604","Michigan","Walker Police Dept"
"City Of Warren Police Department","","29900 S Civic Center Blvd","Warren","MI","48093","(586) 574-4700","","42.512936","-83.02499","Michigan","Warren Police Dept"
"Washtenaw County Building","","705 N Zeeb Rd","Ann Arbor","MI","48103","(734) 222-3888","","42.297","-83.838776","Michigan","Washtenaw County Sheriff Department"
"Waterford Twp Parks & Rec Dept","","5640 Williams Lake Rd","Waterford","MI","48329","(248) 674-4881","","42.689243","-83.40088","Michigan","Waterford Twp Police Dept"
"Wayne City Police Department","","3737 S Wayne Rd","Wayne","MI","48184","(734) 727-1583","","42.281185","-83.38376","Michigan","Wayne City Police Dept"
"W Bloomfield Police Dept","","4530 Walnut Lake Rd","West Bloomfield","MI","48323","(248) 975-9200","","42.557175","-83.37242","Michigan","West Bloomfield Police Dept"
"Police Dept-Traffic Bureau","","36701 Ford Rd","Westland","MI","48185","(734) 721-6311","","42.32417","-83.40259","Michigan","Westland Police Dept"
"White Lake Twp Fire Dept","","7420 Highland Rd","White Lake","MI","48383","(248) 698-3335","","42.649254","-83.513565","Michigan","White Lake Twp Police Dept"
"Wixom City Police Department","","49045 Pontiac Trl","Wixom","MI","48393","(248) 624-6114","","42.524426","-83.53328","Michigan","Wixom Police Dept"
"City of Woodhaven","","21869 West Rd","Woodhaven","MI","48183","(734) 675-1289","","42.13842","-83.246086","Michigan","Woodhaven City Police Dept"
"Wyandotte Police Department","","2015 Biddle Ave Ste 2","Wyandotte","MI","48192","(734) 324-4405","","42.213753","-83.149864","Michigan","Wyandotte Police Dept"
"Wyoming Police Dept","","2300 De Hoop Ave SW","Wyoming","MI","49509","(616) 530-7300","","42.92256","-85.69762","Michigan","Wyoming Police Dept"
"Ypsilanti Police Department","","505 W Michigan Ave","Ypsilanti","MI","48197","(734) 483-9510","","42.24062","-83.61964","Michigan","Ypsilanti Police Dept"
"Albert Lea Freeborn Police","","411 S Broadway Ave","Albert Lea","MN","56007","(507) 377-5215","","43.646435","-93.36871","Minnesota","Albert Lea Police Dept"
"Alexandria Police Dept","","501 3rd Ave W","Alexandria","MN","56308","(320) 763-6631","","45.89194","-95.38438","Minnesota","Alexandria Police Dept"
"Andover Elementrary","","14950 Hanson Blvd NW","Andover","MN","55304","(763) 506-1700","","45.242954","-93.30627","Minnesota","Andover"
"License Centers","","17565 Highway 65 NE","Andover","MN","55304","(763) 413-9717","","45.289078","-93.23472","Minnesota","Anoka County Sheriff Office"
"Anoka Police Dept","","275 Harrison St","Anoka","MN","55303","(763) 576-2800","","45.201466","-93.38767","Minnesota","Anoka Police Dept"
"Apple Valley Forestry Department","","7100 147th St W","Saint Paul","MN","55124","(952) 953-2500","","44.7353","-93.210304","Minnesota","Apple Valley Police Dept"
"Austin Police Investigative","","201 1st St NE","Austin","MN","55912","(507) 437-9405","","43.66746","-92.97359","Minnesota","Austin Police Dept"
"Ponemah Elementary School","","25039 Abinoojiin Dr","Ponemah","MN","56666","(218) 554-7337","","48.01863","-94.93418","Minnesota","Beltrami County Sheriff Office"
"Bemidji Police Dept","","613 Minnesota Ave NW","Bemidji","MN","56601","(218) 333-9111","","47.473785","-94.88271","Minnesota","Bemidji Police Dept"
"Big Lake City Police Department","","121 Lake St N","Big Lake","MN","55309","(763) 263-2500","","45.332813","-93.74589","Minnesota","Big Lake Police Dept"
"Blaine Police Dept","","10801 Town Square Dr NE","Minneapolis","MN","55449","(763) 785-6168","","45.16555","-93.20876","Minnesota","Blaine Police Dept"
"Baxter Police Dept","","13190 Memorywood Dr","Baxter","MN","56425","(218) 454-5090","","46.342464","-94.29385","Minnesota","Brainerd Police Dept"
"Brooklyn Center City Police Department","","6645 Humboldt Ave N","Minneapolis","MN","55430","(763) 569-3333","","45.076485","-93.29981","Minnesota","Brooklyn Center Police Dept"
"Wright County Sheriff Dept","","3800 Braddock Ave NE","Buffalo","MN","55313","(763) 682-1162","","45.210533","-93.86802","Minnesota","Buffalo Police Dept"
"Apple Valley Forestry Department","","7100 147th St W","Saint Paul","MN","55124","(952) 953-2500","","44.7353","-93.210304","Minnesota","Burnsville Police Dept"
"County of Carver","","555 W 1st St # Ste B","Waconia","MN","55387","(952) 442-2323","","44.849434","-93.79469","Minnesota","Carver County Sheriff Office"
"Champlin Police Dept","","11955 Champlin Dr","Champlin","MN","55316","(763) 421-2971","","45.17235","-93.39304","Minnesota","Champlin City Police Dept"
"Holiday Inn Express & Suites CHANHASSEN","help@ihg.com","7855 Century Blvd","Chanhassen","MN","55317","(800) 345-8082","http://c.ypcdn.com/2/c/rtd?vrid=t9kk5l4v9h&rid=f65e86a8-fd41-4619-8c63-f815a0110cba&ptid=t9kk5l4v9h&ypid=452297945&lid=1000535175273&tl=6&lsrc=IY&dest=http%3A%2F%2Fwww.hiexpress.com%2Fredirect%3Fpath%3Dhd%26brandCode%3Dex%26hotelCode%3Dmspch%26_PMID%3D99601036%26cm_mmc%3Dmdpr-_-yellowpages-_-ex-_-MSPCH%26glat%3DMEDI","44.86246","-93.59062","Minnesota","Chanhassen"
"State of Minnesota","","418 N Pine St","Chaska","MN","55318","(952) 448-3740","","44.787247","-93.60261","Minnesota","Chaska City Police Dept"
"Chisago County Extension Offices","","38814 3rd Ave","North Branch","MN","55056","(651) 674-2333","","45.51144","-92.97308","Minnesota","Chisago County Sheriff Office"
"Lino Lakes Police Dept","","640 Town Center Pkwy","Circle Pines","MN","55014","(651) 982-2300","","45.177353","-93.11074","Minnesota","Circle Pines-Lexington Police Dept"
"Brooklyn Park Police Department","","5400 85th Ave N","Minneapolis","MN","55443","(763) 493-8222","","45.10888","-93.35073","Minnesota","City Of Brooklyn Park Police Dept"
"City of Marshall","","800 Kossuth Ave","Marshall","MN","56258","(507) 537-9568","","44.45808","-95.78633","Minnesota","City Of Marshall Police Dept"
"St Louis Park City Offices","","5005 Minnetonka Blvd","Minneapolis","MN","55416","(952) 924-2531","","44.94848","-93.34311","Minnesota","City Of St Louis Park Police Dept"
"Cloquet City Police Department","","508 Cloquet Ave","Cloquet","MN","55720","(218) 879-1247","","46.7217","-92.45845","Minnesota","Cloquet Police Dept"
"Columbia Heights Police Chief","","825 41st Ave NE","Minneapolis","MN","55421","(763) 706-3756","","45.04277","-93.24992","Minnesota","Columbia Heights Police Dept"
"City of Coon Rapids","","11155 Robinson Dr NW","Minneapolis","MN","55433","(763) 767-6479","","45.17308","-93.3044","Minnesota","Coon Rapids Police Dept"
"City of Cottage Grove","","7516 80th St S Ste 2","Cottage Grove","MN","55016","(651) 458-2850","","44.83366","-92.95379","Minnesota","Cottage Grove Police Dept"
"North Crow Wing County First Responder","","8361 County Road 11","Pequot Lakes","MN","56472","(218) 562-4115","","46.59607","-94.21935","Minnesota","Crow Wing County Sheriff Office"
"Police Dept-Crime Prevention","","7800 Golden Valley Rd","Minneapolis","MN","55427","(763) 593-8058","","44.985786","-93.37864","Minnesota","Crystal Police Dept"
"Duluth City Police Department","","320 W 2nd St Ste 615","Duluth","MN","55802","(218) 730-5750","","46.785404","-92.10416","Minnesota","Duluth City Police Dept"
"Eagan City Clerk","","3830 Pilot Knob Rd","Saint Paul","MN","55122","(651) 675-5000","","44.817905","-93.16716","Minnesota","Eagan City Police Dept"
"East Bethel Fire Department","","2751 Viking Blvd NE","Wyoming","MN","55092","(763) 413-1622","","45.31953","-93.20248","Minnesota","East Bethel"
"Eden Prairie Fire Dept","","14800 Scenic Heights Rd","Eden Prairie","MN","55344","(952) 949-6200","","44.85495","-93.46519","Minnesota","Eden Prairie Police Dept"
"Edina Police Dept","","4801 W 50th St","Minneapolis","MN","55424","(952) 826-1600","","44.91151","-93.34757","Minnesota","Edina Police Dept"
"Elk River Building Department","","13065 Orono Pkwy NW","Elk River","MN","55330","(763) 635-1030","","45.303497","-93.59957","Minnesota","Elk River Police Dept"
"Fairmont Police Dept","","201 Lake Ave","Fairmont","MN","56031","(507) 238-4481","","43.653584","-94.46462","Minnesota","Fairmont Police Dept"
"Faribault City Police Department","","25 4th St NW","Faribault","MN","55021","(507) 334-4305","","44.294754","-93.26883","Minnesota","Faribault Police Dept"
"Farmington Police Dept","","19500 Municipal Dr","Farmington","MN","55024","(651) 344-7239","","44.66617","-93.17369","Minnesota","Farmington Police Dept"
"Fergus Falls City Police Department","","122 W Junius Ave","Fergus Falls","MN","56537","(218) 332-5555","","46.280407","-96.07459","Minnesota","Fergus Falls Police Dept"
"City of Forest Lake","","1408 Lake St S","Forest Lake","MN","55025","(651) 464-5877","","45.265793","-92.98353","Minnesota","Forest Lake Police Dept"
"Fridley Police Dept","","6431 University Ave NE","Minneapolis","MN","55432","(763) 572-3629","","45.084034","-93.263626","Minnesota","Fridley Police Dept"
"Grand Rapids Engineering Department","","420 N Pokegama Ave","Grand Rapids","MN","55744","(218) 326-7601","","47.236134","-93.52833","Minnesota","Grand Rapids Police Dept"
"Ham Lake Fire Dept","","15544 Central Ave NE","Andover","MN","55304","(763) 434-9555","","45.253284","-93.23489","Minnesota","Ham Lake"
"Prescott Police Dept","","1601 Pine St","Prescott","WI","54021","(715) 262-5512","","44.75836","-92.78175","Minnesota","Hastings Police Dept"
"Hibbing Police Dept","","1810 12th Ave E","Hibbing","MN","55746","(218) 263-3601","","47.429993","-92.927414","Minnesota","Hibbing Police Dept"
"Hopkins Police Dept","","1010 1st St S","Hopkins","MN","55343","(952) 938-8885","","44.922405","-93.41324","Minnesota","Hopkins Police Dept"
"Hutchinson Police Dept","","10 Franklin St SW","Hutchinson","MN","55350","(320) 587-2242","","44.8922","-94.37067","Minnesota","Hutchinson Police Dept"
"Inver Grove Heights City - Police Non-Emergency","","8150 Barbara Ave","Inver Grove Heights","MN","55077","(651) 450-2525","","44.8308","-93.063194","Minnesota","Inver Grove Heights Police Dept"
"Isanti County Offices","","232 Emerson St N","Cambridge","MN","55008","(763) 689-1870","","45.57405","-93.21645","Minnesota","Isanti County Sheriff Office"
"Farmington Police Dept","","19500 Municipal Dr","Farmington","MN","55024","(651) 344-7239","","44.66617","-93.17369","Minnesota","Lakeville Police Dept"
"Lino Lakes Police Dept","","640 Town Center Pkwy","Circle Pines","MN","55014","(651) 982-2300","","45.177353","-93.11074","Minnesota","Lino Lakes Police Dept"
"Maple Grove Police Dept","","12800 Arbor Lakes Pkwy N","Osseo","MN","55369","(763) 494-6100","","45.099182","-93.442696","Minnesota","Maple Grove Police Dept"
"City of Maplewood Police Police Department","","1830 County Road B E","Saint Paul","MN","55109","(651) 777-8191","","45.0064","-93.02263","Minnesota","Maplewood Police Dept"
"Mendota Heights City Hall","","1101 Victoria Curv","Saint Paul","MN","55118","(651) 452-1850","","44.88467","-93.14682","Minnesota","Mendota Heights Police Dept"
"Minneapolis Police Dept","","1911 Central Ave NE","Minneapolis","MN","55418","(612) 673-5702","","45.00797","-93.24737","Minnesota","Minneapolis Police Dept"
"Minnetonka Police Dept","","14600 Minnetonka Blvd","Minnetonka","MN","55345","(952) 939-8290","","44.93788","-93.46442","Minnesota","Minnetonka Police Dept"
"Moorhead City Police Department","","915 9th Ave N","Fargo","ND","58102","(701) 451-7660","","46.88582","-96.7925","Minnesota","Moorhead Police Dept"
"Morrison County Public Works","","26626 143rd St","Pierz","MN","56364","(320) 468-6559","","45.97015","-94.10248","Minnesota","Morrison County Sheriff Department"
"Mounds View Police Admin","","2401 Highway 10","Saint Paul","MN","55112","(763) 717-4000","","45.103584","-93.20618","Minnesota","Mounds View Police Dept"
"New Brighton Parks & Rec Dept","","400 10th St NW","Saint Paul","MN","55112","(651) 638-2120","","45.065132","-93.192245","Minnesota","New Brighton Police Dept"
"New Hope Public Works Dept","","5500 International Pkwy","Minneapolis","MN","55428","(763) 592-6777","","45.052696","-93.39338","Minnesota","New Hope Police Dept"
"New Ulm Police Dept","","15 S Washington St","New Ulm","MN","56073","(507) 233-6750","","44.310898","-94.462746","Minnesota","New Ulm Police Dept"
"North Branch City Hall","","6408 Elm St","North Branch","MN","55056","(651) 674-8113","","45.512585","-92.9785","Minnesota","North Branch Police Dept"
"North Mankato Fire Dept","","1825 Howard Dr W","North Mankato","MN","56003","(507) 625-5561","","44.18422","-94.03974","Minnesota","North Mankato Police Dept"
"North St Paul City Offices","","2400 Margaret St N","Saint Paul","MN","55109","(651) 747-2400","","45.013454","-92.99227","Minnesota","North St Paul Police Dept"
"Northfield Fire Dept","","300 5th St W","Northfield","MN","55057","(507) 645-4477","","44.455097","-93.16248","Minnesota","Northfield Police Dept"
"City of Maplewood Police Police Department","","1830 County Road B E","Saint Paul","MN","55109","(651) 777-8191","","45.0064","-93.02263","Minnesota","Oakdale Police Dept"
"Olmsted County Sheriffs Office","","515 2nd St SW","Rochester","MN","55902","(507) 328-6810","","44.01799","-92.46586","Minnesota","Olmsted County Sheriff Office"
"Wayzata Police Dept","","600 Rice St E","Wayzata","MN","55391","(952) 404-5340","","44.97172","-93.51268","Minnesota","Orono Police Dept"
"Owatonna Police Dept","","204 E Pearl St","Owatonna","MN","55060","(507) 444-3800","","44.08675","-93.22337","Minnesota","Owatonna Police Dept"
"Pine County Zoning Dept","","1610 Highway 23 N","Sandstone","MN","55072","(320) 245-6701","","46.141644","-92.86572","Minnesota","Pine County Sheriff Department"
"Wayzata Police Dept","","600 Rice St E","Wayzata","MN","55391","(952) 404-5340","","44.97172","-93.51268","Minnesota","Plymouth Police Dept"
"Prior Lake Police Dept","","4649 Dakota St SE","Prior Lake","MN","55372","(952) 440-3555","","44.715202","-93.42592","Minnesota","Prior Lake Police Dept"
"Ramsey City Fire Department","","7550 Sunwood Dr NW","Anoka","MN","55303","(763) 427-6812","","45.232414","-93.458755","Minnesota","Ramsey Police Dept"
"Red Wing Police Dept","","430 W 6th St","Red Wing","MN","55066","(651) 267-2600","","44.562862","-92.53106","Minnesota","Red Wing Police Dept"
"Robbinsdale Fire Department","","4101 Hubbard Ave N","Minneapolis","MN","55422","(763) 531-1220","","45.02909","-93.33829","Minnesota","Robbinsdale Police Dept"
"Rochester Police Department","","101 4th St SE","Rochester","MN","55904","(507) 328-6900","","44.01932","-92.46084","Minnesota","Rochester Police Dept"
"Rosemount Police Dept","","2875 145th St W","Rosemount","MN","55068","(651) 423-4491","","44.739216","-93.12434","Minnesota","Rosemount Police Dept"
"Roseville Fire Marshall","","2660 Civic Center Dr","Saint Paul","MN","55113","(651) 792-7341","","45.021614","-93.14928","Minnesota","Roseville Police Dept"
"Sartell Police Dept","","310 2nd St S","Sartell","MN","56377","(320) 251-8186","","45.615276","-94.20779","Minnesota","Sartell Police Dept"
"Sauk Rapids Police Dept","","115 2nd Ave N","Sauk Rapids","MN","56379","(320) 251-9451","","45.590637","-94.16618","Minnesota","Sauk Rapids Police Dept"
"City of Savage","","6000 McColl Dr","Savage","MN","55378","(952) 882-2689","","44.76481","-93.35494","Minnesota","Savage Police Dept"
"Scott County Government Center Public Works","","600 Country Trl E","Jordan","MN","55352","(952) 496-8346","","44.687473","-93.50789","Minnesota","Scott County Sheriff Office"
"Shakopee Police Dept","","475 Gorman St","Shakopee","MN","55379","(952) 233-9400","","44.795185","-93.511055","Minnesota","Shakopee Police Dept"
"Silver Lake-Shoreview","","4625 Churchill St Ste 110","Saint Paul","MN","55126","(651) 481-0818","","45.08175","-93.14332","Minnesota","Shoreview"
"Rosemount Police Dept","","2875 145th St W","Rosemount","MN","55068","(651) 423-4491","","44.739216","-93.12434","Minnesota","South Lake Minnetonka Police Dept"
"West St Paul Police Dept","","1616 Humboldt Ave","Saint Paul","MN","55118","(651) 552-4200","","44.897415","-93.08528","Minnesota","South St Paul Police Dept"
"St Cloud City Police Department","","807 Courthouse Sq","Saint Cloud","MN","56303","(320) 345-4444","","45.5603","-94.16216","Minnesota","St. Cloud Police Dept"
"St Louis Park City Offices","","5005 Minnetonka Blvd","Minneapolis","MN","55416","(952) 924-2531","","44.94848","-93.34311","Minnesota","St. Louis County Sheriff Office"
"Saint Paul- City Police Department","","860 Saint Clair Ave","Saint Paul","MN","55105","(651) 266-5650","","44.93413","-93.1364","Minnesota","St. Paul Police Dept"
"Saint Peter Fire Department","","227 W Mulberry St","Saint Peter","MN","56082","(507) 934-1120","","44.322643","-93.959045","Minnesota","St. Peter Police Dept"
"Stearns County Highway Dept","","34587 County Road 10","Albany","MN","56307","(320) 845-2596","","45.6243","-94.58549","Minnesota","Stearns County Sheriff Office"
"Bayport Police Department","","294 3rd St N","Bayport","MN","55003","(651) 275-4400","","45.01853","-92.77983","Minnesota","Stillwater Police Dept"
"My Vadnais Heights","","726 County Road F E","Saint Paul","MN","55127","(612) 284-3816","","45.06467","-93.06961","Minnesota","Vadnais Heights"
"West St Paul Police Dept","","1616 Humboldt Ave","Saint Paul","MN","55118","(651) 552-4200","","44.897415","-93.08528","Minnesota","West St Paul Police Dept"
"White Bear Lake Fire Chief","","4701 Highway 61 N","Saint Paul","MN","55110","(651) 429-8511","","45.08328","-93.01149","Minnesota","White Bear Lake Police Dept"
"Willmar Police Dept","","2201 23rd St NE","Willmar","MN","56201","(320) 214-6700","","45.14087","-95.00922","Minnesota","Willmar Police Dept"
"Winona Police Dept","","201 W 3rd St","Winona","MN","55987","(507) 457-6302","","44.05348","-91.64049","Minnesota","Winona Police Dept"
"St Paul Police Dept-Impound","","830 Barge Channel Rd","Saint Paul","MN","55107","(651) 266-5630","","44.9209","-93.056526","Minnesota","Woodbury Police Dept"
"Police Department","","1111 3rd Ave","Worthington","MN","56187","(507) 372-2136","","43.620415","-95.59517","Minnesota","Worthington Police Dept"
"Maple Lake City Police Department","","405 Oak Ave S","Maple Lake","MN","55358","(320) 963-6706","","45.2245","-94.001755","Minnesota","Wright County Sheriff Department"
"Biloxi Police Dept","","170 Porter Ave","Biloxi","MS","39530","(228) 374-7292","","30.397594","-88.901855","Mississippi","Biloxi Police Dept"
"Brandon Police Dept","","1455 W Government St","Brandon","MS","39042","(601) 825-7225","","32.2837","-90.01508","Mississippi","Brandon Police Dept"
"Police Department","","300 S Second St","Brookhaven","MS","39601","(601) 833-2424","","31.576242","-90.440186","Mississippi","Brookhaven Police Dept"
"First Baptist Church Of Byram","","7541 S Siwell Rd","Byram","MS","39272","(601) 372-3156","","32.18159","-90.25132","Mississippi","Byram"
"Canton Police Dept","","347 N Liberty St","Canton","MS","39046","(601) 859-2121","","32.619","-90.0347","Mississippi","Canton Police Dept"
"Clarksdale Police Dept","","121 Sunflower Ave","Clarksdale","MS","38614","(662) 621-8151","","34.20099","-90.57541","Mississippi","Clarksdale Police Dept"
"Police Department","","301 N Sharpe Ave","Cleveland","MS","38732","(662) 843-3611","","33.74706","-90.721245","Mississippi","Cleveland Police Dept"
"Jackson Police Dept","","3925 W Northside Dr # A","Jackson","MS","39209","(601) 960-1447","","32.356163","-90.24551","Mississippi","Clinton Police Dept"
"Columbus City Police Dept","","115 6th St N","Columbus","MS","39701","(662) 244-3500","","33.49552","-88.426926","Mississippi","Columbus Police Dept"
"Corinth Police Department","","2837 S Harper Rd","Corinth","MS","38834","(662) 286-3377","","34.90982","-88.54834","Mississippi","Corinth Police Dept"
"De Soto County Driver License","","160 Lisense Dr","Nesbit","MS","38651","(662) 429-1353","","34.895195","-89.99292","Mississippi","Desoto County Sheriff Office"
"Police Department","","330 Highway 90","Gautier","MS","39553","(228) 497-2486","","30.384317","-88.6143","Mississippi","Gautier Police Dept"
"Metcalfe Police Dept","","315 Martin Luther King Dr","Metcalfe","MS","38760","(662) 335-0213","","33.448826","-91.003975","Mississippi","Greenville Police Dept"
"Greenwood City Police Department","","CARROLLTON Ave","Greenwood","MS","38930","(662) 455-7447","","33.517593","-90.17691","Mississippi","Greenwood Police Dept"
"Grenada City Police Department","","108 S Main St","Grenada","MS","38901","(662) 227-3422","","33.784416","-89.802284","Mississippi","Grenada Police Dept"
"Gulfport Police Dept","","2220 15th St","Gulfport","MS","39501","(228) 868-5906","","30.369263","-89.08909","Mississippi","Gulfport Police Dept"
"Harrison County Road Department-10076 Lorraine Road","","15309 Community Rd","Gulfport","MS","39503","(228) 896-0201","","30.442013","-89.09519","Mississippi","Harrison County Sheriff Department"
"Hattiesburg Police Dept","","701 James St","Hattiesburg","MS","39401","(601) 544-7900","","31.31749","-89.28623","Mississippi","Hattiesburg Police Dept"
"Hernando Police Dept","","2601 Elm St","Hernando","MS","38632","(662) 429-9096","","34.822124","-89.99814","Mississippi","Hernando Police Dept"
"Hinds County Sheriff","","126 W Court St","Raymond","MS","39154","(601) 857-8781","","32.26057","-90.422035","Mississippi","Hinds County Sheriff Department"
"Horn Lake Fire Dept","","3101 Goodman Rd W","Horn Lake","MS","38637","(662) 393-6174","","34.96265","-90.04687","Mississippi","Horn Lake Police Dept"
"Indianola Police Dept","","300 Second St","Indianola","MS","38751","(662) 887-1811","","33.45017","-90.647354","Mississippi","Indianola Police Dept"
"Jackson Cnty Sheriff-Narcotics","","3104 Magnolia St","Pascagoula","MS","39567","(228) 769-3160","","30.36531","-88.55939","Mississippi","Jackson County Sheriff Department"
"Jackson Police Dept","","4225 Michael Avalon St # B","Jackson","MS","39209","(601) 960-1872","","32.34863","-90.23253","Mississippi","Jackson Police Dept"
"Jones County Of","","101 N Court St","Ellisville","MS","39437","(601) 477-4904","","31.6048","-89.19543","Mississippi","Jones County Sheriff Office"
"Lamar County Emergency","","630 Purvis Oloh Rd","Purvis","MS","39475","(601) 794-5378","","31.173515","-89.468864","Mississippi","Lamar County Sheriff Office"
"Lauderdale County Sheriffs Office","","2213 Highway 39 N","Meridian","MS","39301","(601) 482-9804","","32.380356","-88.68159","Mississippi","Lauderdale County Sheriff Department"
